scientificName,Rodent_attributed_final,Lethal_program_in_support,None,Not_in_support,Population_with_data_in_support,Population_without_data_in_support,Population_with_all_qualities_in_support,Predation_in_support,synth_col
Pterodroma inexpectata,All rodents,0,1,0,0,0,0,0,No studies found
Pterodroma inexpectata,Rattus rattus,0,1,0,0,0,0,0,No studies found
Pterodroma leucoptera,All rodents,0,1,0,0,0,0,0,No studies found
Pterodroma leucoptera,Rattus rattus,0,1,0,0,0,0,0,No studies found
Pterodroma longirostris,All rodents,0,1,0,0,0,0,0,No studies found
Pterodroma longirostris,Mus musculus,0,1,0,0,0,0,0,No studies found
Pterodroma longirostris,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Pterodroma madeira,All rodents,0,0,0,2,0,0,1,Population study with data in support
Pterodroma madeira,Rattus rattus,0,0,0,2,0,0,1,Population study with data in support
Pterodroma magentae,All rodents,0,0,0,0,0,0,1,Only predation in support
Pterodroma magentae,Rattus rattus,0,0,0,0,0,0,1,Only predation in support
Pterodroma phaeopygia,All rodents,0,0,2,0,1,0,2,Population study without data in support
Pterodroma phaeopygia,Rattus norvegicus,0,0,1,0,0,0,1,Only predation in support
Pterodroma phaeopygia,Rattus rattus,0,0,1,0,1,0,1,Population study without data in support
Pterodroma pycrofti,All rodents,0,0,0,1,0,0,0,Population study with data in support
Pterodroma pycrofti,Rattus exulans,0,0,0,1,0,0,0,Population study with data in support
Pterodroma sandwichensis,All rodents,3,0,0,0,0,0,3,Lethal program in support
Pterodroma sandwichensis,Rattus exulans,1,0,0,0,0,0,1,Lethal program in support
Pterodroma sandwichensis,Rattus norvegicus,1,0,0,0,0,0,1,Lethal program in support
Pterodroma sandwichensis,Rattus rattus,1,0,0,0,0,0,1,Lethal program in support
Ptilinopus chrysogaster,All rodents,0,1,0,0,0,0,0,No studies found
Ptilinopus chrysogaster,Rattus exulans,0,1,0,0,0,0,0,No studies found
Ptilinopus chrysogaster,Rattus rattus,0,1,0,0,0,0,0,No studies found
Ptilinopus coralensis,All rodents,0,1,0,0,0,0,0,No studies found
Ptilinopus coralensis,Rattus rattus,0,1,0,0,0,0,0,No studies found
Ptilinopus huttoni,All rodents,0,1,0,0,0,0,0,No studies found
Ptilinopus huttoni,Rattus exulans,0,1,0,0,0,0,0,No studies found
Ptilinopus mercierii,All rodents,0,1,0,0,0,0,0,No studies found
Ptilinopus mercierii,Rattus exulans,0,1,0,0,0,0,0,No studies found
Ptilinopus mercierii,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Ptilinopus mercierii,Rattus rattus,0,1,0,0,0,0,0,No studies found
Ptychoramphus aleuticus,All rodents,0,1,0,1,0,0,0,Population study with data in support
Ptychoramphus aleuticus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Ptychoramphus aleuticus,Rattus rattus,0,0,0,1,0,0,0,Population study with data in support
Puffinus bannermani,All rodents,0,1,0,0,0,0,0,No studies found
Puffinus bannermani,Rattus rattus,0,1,0,0,0,0,0,No studies found
Puffinus bryani,All rodents,0,0,0,0,0,0,1,Only predation in support
Puffinus bryani,Rattus rattus,0,0,0,0,0,0,1,Only predation in support
Puffinus heinrothi,All rodents,0,1,0,0,0,0,0,No studies found
Puffinus heinrothi,Rattus exulans,0,1,0,0,0,0,0,No studies found
Puffinus heinrothi,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Puffinus heinrothi,Rattus rattus,0,1,0,0,0,0,0,No studies found
Puffinus mauretanicus,All rodents,0,1,1,0,0,0,0,All studies are not in support
Puffinus mauretanicus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Puffinus mauretanicus,Rattus rattus,0,0,1,0,0,0,0,All studies are not in support
Puffinus myrtae,All rodents,0,0,0,1,1,0,1,Population study with data in support
Puffinus myrtae,Rattus exulans,0,0,0,1,1,0,1,Population study with data in support
Puffinus newelli,All rodents,3,1,0,0,0,0,3,Lethal program in support
Puffinus newelli,Mus musculus,0,1,0,0,0,0,0,No studies found
Puffinus newelli,Rattus exulans,1,0,0,0,0,0,1,Lethal program in support
Puffinus newelli,Rattus norvegicus,1,0,0,0,0,0,1,Lethal program in support
Puffinus newelli,Rattus rattus,1,0,0,0,0,0,1,Lethal program in support
Puffinus opisthomelas,All rodents,0,0,0,0,2,0,0,Population study without data in support
Puffinus opisthomelas,Mus musculus,0,0,0,0,1,0,0,Population study without data in support
Puffinus opisthomelas,Rattus rattus,0,0,0,0,1,0,0,Population study without data in support
Puffinus yelkouan,All rodents,0,0,7,1,0,0,3,Population study with data in support
Puffinus yelkouan,Rattus rattus,0,0,7,1,0,0,3,Population study with data in support
Pyrocephalus dubius,All rodents,0,1,0,0,0,0,0,No studies found
Pyrocephalus dubius,Rattus rattus,0,1,0,0,0,0,0,No studies found
Pyrrhula murina,All rodents,0,1,0,0,0,0,0,No studies found
Pyrrhula murina,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Pyrrhula murina,Rattus rattus,0,1,0,0,0,0,0,No studies found
Rallus semiplumbeus,All rodents,0,1,0,0,0,0,0,No studies found
Rallus semiplumbeus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Rallus semiplumbeus,Rattus rattus,0,1,0,0,0,0,0,No studies found
Ramphocinclus brachyurus,All rodents,0,1,1,0,0,0,0,All studies are not in support
Ramphocinclus brachyurus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Ramphocinclus brachyurus,Rattus rattus,0,0,1,0,0,0,0,All studies are not in support
Rhipidura semirubra,All rodents,0,1,0,0,0,0,0,No studies found
Rhipidura semirubra,Rattus exulans,0,1,0,0,0,0,0,No studies found
Rhipidura semirubra,Rattus rattus,0,1,0,0,0,0,0,No studies found
Rhynochetos jubatus,All rodents,0,0,1,0,0,0,3,Only predation in support
Rhynochetos jubatus,Rattus exulans,0,0,0,0,0,0,1,Only predation in support
Rhynochetos jubatus,Rattus norvegicus,0,0,0,0,0,0,1,Only predation in support
Rhynochetos jubatus,Rattus rattus,0,0,1,0,0,0,1,Only predation in support
Rhyticeros narcondami,All rodents,0,1,0,0,0,0,0,No studies found
Rhyticeros narcondami,Rattus rattus,0,1,0,0,0,0,0,No studies found
Rowettia goughensis,All rodents,0,0,0,0,0,0,1,Only predation in support
Rowettia goughensis,Mus musculus,0,0,0,0,0,0,1,Only predation in support
Saxicola dacotiae,All rodents,0,1,0,0,0,0,0,No studies found
Saxicola dacotiae,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Saxicola dacotiae,Rattus rattus,0,1,0,0,0,0,0,No studies found
Sephanoides fernandensis,All rodents,0,0,2,0,0,0,0,All studies are not in support
Sephanoides fernandensis,Rattus norvegicus,0,0,1,0,0,0,0,All studies are not in support
Sephanoides fernandensis,Rattus rattus,0,0,1,0,0,0,0,All studies are not in support
Siphonorhis americana,All rodents,0,1,0,0,0,0,0,No studies found
Siphonorhis americana,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Siphonorhis americana,Rattus rattus,0,1,0,0,0,0,0,No studies found
Siphonorhis brewsteri,All rodents,0,1,0,0,0,0,0,No studies found
Siphonorhis brewsteri,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Siphonorhis brewsteri,Rattus rattus,0,1,0,0,0,0,0,No studies found
Spheniscus humboldti,All rodents,0,0,0,0,0,0,4,Only predation in support
Spheniscus humboldti,Rattus norvegicus,0,0,0,0,0,0,2,Only predation in support
Spheniscus humboldti,Rattus rattus,0,0,0,0,0,0,2,Only predation in support
Spheniscus mendiculus,All rodents,0,1,0,0,0,0,0,No studies found
Spheniscus mendiculus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Spheniscus mendiculus,Rattus rattus,0,1,0,0,0,0,0,No studies found
Sterna striata,All rodents,0,1,0,0,0,0,0,No studies found
Sterna striata,Rattus exulans,0,1,0,0,0,0,0,No studies found
Sterna striata,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Sterna striata,Rattus rattus,0,1,0,0,0,0,0,No studies found
Strigops habroptila,All rodents,0,1,0,0,0,0,0,No studies found
Strigops habroptila,Rattus exulans,0,1,0,0,0,0,0,No studies found
Strigops habroptila,Rattus rattus,0,1,0,0,0,0,0,No studies found
Synthliboramphus craveri,All rodents,0,1,0,0,0,0,0,No studies found
Synthliboramphus craveri,Mus musculus,0,1,0,0,0,0,0,No studies found
Synthliboramphus craveri,Rattus rattus,0,1,0,0,0,0,0,No studies found
Synthliboramphus hypoleucus,All rodents,0,1,0,0,0,0,0,No studies found
Synthliboramphus hypoleucus,Rattus rattus,0,1,0,0,0,0,0,No studies found
Synthliboramphus scrippsi,All rodents,0,1,0,2,0,0,1,Population study with data in support
Synthliboramphus scrippsi,Mus musculus,0,1,0,0,0,0,0,No studies found
Synthliboramphus scrippsi,Rattus rattus,0,0,0,2,0,0,1,Population study with data in support
Synthliboramphus wumizusume,All rodents,0,0,0,0,1,0,2,Population study without data in support
Synthliboramphus wumizusume,Rattus norvegicus,0,0,0,0,1,0,1,Population study without data in support
Synthliboramphus wumizusume,Rattus rattus,0,0,0,0,0,0,1,Only predation in support
Tachycineta euchrysea,All rodents,0,1,0,0,0,0,0,No studies found
Tachycineta euchrysea,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Tachycineta euchrysea,Rattus rattus,0,1,0,0,0,0,0,No studies found
Telespiza ultima,All rodents,0,1,0,0,0,0,0,No studies found
Telespiza ultima,Rattus rattus,0,1,0,0,0,0,0,No studies found
Thalassarche chlororhynchos,All rodents,0,0,1,0,0,0,2,Only predation in support
Thalassarche chlororhynchos,Mus musculus,0,0,1,0,0,0,2,Only predation in support
Thalassarche chrysostoma,All rodents,0,0,1,0,0,0,1,Only predation in support
Thalassarche chrysostoma,Mus musculus,0,0,1,0,0,0,1,Only predation in support
Thalasseus bernsteini,All rodents,0,1,0,0,0,0,0,No studies found
Thalasseus bernsteini,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Thalasseus bernsteini,Rattus rattus,0,1,0,0,0,0,0,No studies found
Thalasseus elegans,All rodents,0,1,0,1,0,0,0,Population study with data in support
Thalasseus elegans,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Thalasseus elegans,Rattus rattus,0,0,0,1,0,0,0,Population study with data in support
Thinornis novaeseelandiae,All rodents,0,1,0,0,0,0,0,No studies found
Thinornis novaeseelandiae,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Todiramphus gambieri,All rodents,0,1,0,0,0,0,0,No studies found
Todiramphus gambieri,Rattus exulans,0,1,0,0,0,0,0,No studies found
Todiramphus gambieri,Rattus rattus,0,1,0,0,0,0,0,No studies found
Todiramphus godeffroyi,All rodents,0,1,0,0,0,0,0,No studies found
Todiramphus godeffroyi,Rattus exulans,0,1,0,0,0,0,0,No studies found
Todiramphus godeffroyi,Rattus rattus,0,1,0,0,0,0,0,No studies found
Todiramphus pelewensis,All rodents,0,1,0,0,0,0,0,No studies found
Todiramphus pelewensis,Rattus exulans,0,1,0,0,0,0,0,No studies found
Todiramphus pelewensis,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Todiramphus tutus,All rodents,0,1,0,0,0,0,0,No studies found
Todiramphus tutus,Rattus exulans,0,1,0,0,0,0,0,No studies found
Todiramphus tutus,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Todiramphus tutus,Rattus rattus,0,1,0,0,0,0,0,No studies found
Treron griveaudi,All rodents,0,1,0,0,0,0,0,No studies found
Treron griveaudi,Rattus rattus,0,1,0,0,0,0,0,No studies found
Tribonyx hodgenorum,All rodents,0,1,0,0,0,0,0,No studies found
Tribonyx hodgenorum,Rattus exulans,0,1,0,0,0,0,0,No studies found
Turdus eremita,All rodents,0,1,0,0,0,0,0,No studies found
Turdus eremita,Rattus rattus,0,1,0,0,0,0,0,No studies found
Turdus xanthorhynchus,All rodents,0,1,0,0,0,0,0,No studies found
Turdus xanthorhynchus,Rattus rattus,0,1,0,0,0,0,0,No studies found
Turnagra capensis,All rodents,0,1,0,0,0,0,0,No studies found
Turnagra capensis,Rattus exulans,0,1,0,0,0,0,0,No studies found
Turnagra capensis,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Turnagra capensis,Rattus rattus,0,1,0,0,0,0,0,No studies found
Turnagra tanagra,All rodents,0,1,0,0,0,0,0,No studies found
Turnagra tanagra,Rattus exulans,0,1,0,0,0,0,0,No studies found
Turnagra tanagra,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Turnagra tanagra,Rattus rattus,0,1,0,0,0,0,0,No studies found
Uratelornis chimaera,All rodents,0,1,0,0,0,0,0,No studies found
Uratelornis chimaera,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Uratelornis chimaera,Rattus rattus,0,1,0,0,0,0,0,No studies found
Vini kuhlii,All rodents,0,1,0,0,0,0,0,No studies found
Vini kuhlii,Rattus rattus,0,1,0,0,0,0,0,No studies found
Vini peruviana,All rodents,0,0,0,0,0,1,0,Population study with all qualities in support
Vini peruviana,Rattus rattus,0,0,0,0,0,1,0,Population study with all qualities in support
Vini ultramarina,All rodents,0,0,0,1,2,0,0,Population study with data in support
Vini ultramarina,Rattus rattus,0,0,0,1,2,0,0,Population study with data in support
Xenicus gilviventris,All rodents,0,0,0,0,0,0,1,Only predation in support
Xenicus gilviventris,Mus musculus,0,0,0,0,0,0,1,Only predation in support
Zapornia monasa,All rodents,0,0,0,0,2,0,0,Population study without data in support
Zapornia monasa,Rattus exulans,0,0,0,0,1,0,0,Population study without data in support
Zapornia monasa,Rattus rattus,0,0,0,0,1,0,0,Population study without data in support
Zapornia palmeri,All rodents,0,1,0,0,0,0,0,No studies found
Zapornia palmeri,Rattus exulans,0,1,0,0,0,0,0,No studies found
Zapornia palmeri,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Zapornia palmeri,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zapornia sandwichensis,All rodents,0,1,0,0,0,0,0,No studies found
Zapornia sandwichensis,Rattus exulans,0,1,0,0,0,0,0,No studies found
Zapornia sandwichensis,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Zapornia sandwichensis,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zenaida graysoni,All rodents,0,0,0,0,0,0,1,Only predation in support
Zenaida graysoni,Mus musculus,0,0,0,0,0,0,1,Only predation in support
Zoothera atrigena,All rodents,0,1,0,0,0,0,0,No studies found
Zoothera atrigena,Rattus exulans,0,1,0,0,0,0,0,No studies found
Zoothera atrigena,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zoothera margaretae,All rodents,0,1,0,0,0,0,0,No studies found
Zoothera margaretae,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zoothera terrestris,All rodents,0,1,0,0,0,0,0,No studies found
Zoothera terrestris,Rattus norvegicus,0,1,0,0,0,0,0,No studies found
Zoothera terrestris,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zoothera turipavae,All rodents,0,1,0,0,0,0,0,No studies found
Zoothera turipavae,Rattus exulans,0,1,0,0,0,0,0,No studies found
Zoothera turipavae,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zosterops albogularis,All rodents,0,0,0,0,1,0,0,Population study without data in support
Zosterops albogularis,Rattus rattus,0,0,0,0,1,0,0,Population study without data in support
Zosterops chloronothos,All rodents,2,0,0,0,0,0,1,Lethal program in support
Zosterops chloronothos,Rattus norvegicus,1,0,0,0,0,0,0,Lethal program in support
Zosterops chloronothos,Rattus rattus,1,0,0,0,0,0,1,Lethal program in support
Zosterops modestus,All rodents,0,0,1,1,1,0,0,Population study with data in support
Zosterops modestus,Rattus norvegicus,0,0,0,0,1,0,0,Population study without data in support
Zosterops modestus,Rattus rattus,0,0,1,1,0,0,0,Population study with data in support
Zosterops mouroniensis,All rodents,0,1,0,0,0,0,0,No studies found
Zosterops mouroniensis,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zosterops rotensis,All rodents,0,0,2,0,0,0,0,All studies are not in support
Zosterops rotensis,Rattus exulans,0,0,1,0,0,0,0,All studies are not in support
Zosterops rotensis,Rattus rattus,0,0,1,0,0,0,0,All studies are not in support
Zosterops samoensis,All rodents,0,1,0,0,0,0,0,No studies found
Zosterops samoensis,Rattus rattus,0,1,0,0,0,0,0,No studies found
Zosterops strenuus,All rodents,0,0,0,0,1,0,0,Population study without data in support
Zosterops strenuus,Rattus rattus,0,0,0,0,1,0,0,Population study without data in support
Zosterops tenuirostris,All rodents,2,1,0,0,0,0,2,Lethal program in support
Zosterops tenuirostris,Mus musculus,0,1,0,0,0,0,0,No studies found
Zosterops tenuirostris,Rattus exulans,1,0,0,0,0,0,1,Lethal program in support
Zosterops tenuirostris,Rattus rattus,1,0,0,0,0,0,1,Lethal program in support
