scientificName,assessmentId,internalTaxonId,Common_name,Synonyms_or_previous_lump,Original_rodent_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,key,Rodent_attributed_final,Rodent_attribution_source
Eurostopodus exul,130437059,22726340,New Caledonian Nightjar,"",Rattus,Critically Endangered,D,Unknown,0,0,No,Eurostopodus exul_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Eurostopodus exul,130437059,22726340,New Caledonian Nightjar,"",Rattus,Critically Endangered,D,Unknown,0,0,No,Eurostopodus exul_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Falco araeus,93558237,22696380,Seychelles Kestrel,Falco araea,Rattus,Vulnerable,"B1ab(iii,v);C2a(i);D1","Habitat loss, pesticides, human hunting",0,0,No,Falco araeus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Falco araeus,93558237,22696380,Seychelles Kestrel,Falco araea,Rattus,Vulnerable,"B1ab(iii,v);C2a(i);D1","Habitat loss, pesticides, human hunting",0,0,No,Falco araeus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Falco punctatus,93557909,22696373,Mauritius Kestrel,"",Rattus rattus,Endangered,"B1ab(iii,v); C2a(i); D","Habitat loss, introduced plants, pesticides",0,0,Yes,Falco punctatus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Ferminia cerverai,179717451,22711392,Zapata Wren,"",Rattus,Endangered,"B1ab(i,ii,iii)",Habitat loss,0,0,No,Ferminia cerverai_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ferminia cerverai,179717451,22711392,Zapata Wren,"",Rattus,Endangered,"B1ab(i,ii,iii)",Habitat loss,0,0,No,Ferminia cerverai_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Foudia aldabrana,180471815,103811282,Aldabra Fody,"",Rattus rattus,Endangered,B1ab(iii),Unknown,0,0,Yes,Foudia aldabrana_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Foudia consobrina,118635121,103811335,Grand Comoro Fody,"",Rattus rattus,Near Threatened,B1ab(v)+2ab(v); C2a(ii),Rats,1,1,No,Foudia consobrina_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Foudia delloni,119552278,103811601,Reunion Fody,"",Rattus norvegicus,Extinct,"",Rats,1,1,No,Foudia delloni_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Foudia flavicans,94614670,22719159,Rodrigues Fody,"",Rattus rattus,Near Threatened,D2,Habitat loss,0,0,Yes,Foudia flavicans_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Foudia rubra,94614044,22719149,Mauritius Fody,"",Rattus rattus,Endangered,D,"Rats, habitat loss, macaques",1,0,Yes,Foudia rubra_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Fratercula arctica,132581443,22694927,Atlantic Puffin,"",Rattus,Vulnerable,A4abcde,"Prey, global warming",0,0,Yes,Fratercula arctica_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Fratercula arctica,132581443,22694927,Atlantic Puffin,"",Rattus,Vulnerable,A4abcde,"Prey, global warming",0,0,Yes,Fratercula arctica_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Fregata aquila,132597828,22697728,Ascension Frigatebird,"",Rattus rattus,Vulnerable,D2,"Rats, cats, human hunting",1,0,No,Fregata aquila_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Fregetta maoriana,132659638,22728808,New Zealand Storm-petrel,"Oceanites maorianus, Pealeornis maoriana",Rattus exulans,Critically Endangered,D,Rats,1,1,No,Fregetta maoriana_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Fringilla polatzeki,205711288,103822640,Gran Canaria Blue Chaffinch,"",Rattus,Endangered,D,"Habitat loss, human hunting",0,0,Yes,Fringilla polatzeki_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Fringilla polatzeki,205711288,103822640,Gran Canaria Blue Chaffinch,"",Rattus,Endangered,D,"Habitat loss, human hunting",0,0,Yes,Fringilla polatzeki_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Fulica alai,93374177,22692920,Hawaiian Coot,"","Rattus rattus, Rattus norvegicu",Vulnerable,D2,Habitat loss,0,0,No,Fulica alai_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Fulica alai,93374177,22692920,Hawaiian Coot,"","Rattus rattus, Rattus norvegicu",Vulnerable,D2,Habitat loss,0,0,No,Fulica alai_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Gallinula comeri,195129158,22692866,Gough Island Moorhen,Gallinula nesiotis,Rattus rattus,Vulnerable,D2,Rats,1,1,Yes,Gallinula comeri_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Gallinula nesiotis,94995836,22728763,Tristan Moorhen,Gallinula comeri,Rattus,Extinct,"",Rats,1,1,Yes,Gallinula nesiotis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gallirallus lafresnayanus,93351848,22692388,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,Rattus,Critically Endangered,D,"Cats, pigs, rats",1,0,No,Gallirallus lafresnayanus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gallirallus lafresnayanus,93351848,22692388,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,Rattus,Critically Endangered,D,"Cats, pigs, rats",1,0,No,Gallirallus lafresnayanus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gallirallus lafresnayanus,93351848,22692388,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,Rattus,Critically Endangered,D,"Cats, pigs, rats",1,0,No,Gallirallus lafresnayanus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Geospiza heliobates,182523098,22723786,Mangrove Finch,Camarhynchus heliobates,Rattus rattus,Critically Endangered,"B1ab(ii,iii,v); C2a(i,ii); D","Rats, ectoparasite",1,0,Yes,Geospiza heliobates_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Geospiza pauper,130488958,22723773,Medium Tree-finch,Camarhynchus pauper,Rattus,Critically Endangered,B1ab(v),Ectoparasites,0,0,No,Geospiza pauper_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Geospiza psittacula,182382400,22723768,Large Tree-finch,Camarhynchus psittacula,Rattus,Vulnerable,A2bce+3bce+4bce,Unknown,0,0,No,Geospiza psittacula_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Geospiza psittacula,182382400,22723768,Large Tree-finch,Camarhynchus psittacula,Rattus,Vulnerable,A2bce+3bce+4bce,Unknown,0,0,No,Geospiza psittacula_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gerygone insularis,93982219,22704724,Lord Howe Gerygone,"",Rattus,Extinct,"",Rats,1,1,Yes,Gerygone insularis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gymnocrex talaudensis,110159856,22728616,Talaud Rail,"",Rattus,Endangered,"B1ab(ii,iii,iv,v);C2a(ii)",Unknown,0,0,No,Gymnocrex talaudensis_Rattus argentiventer,Rattus argentiventer,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gymnomyza aubryana,130989260,22704320,Crow Honeyeater,"",Rattus,Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,Gymnomyza aubryana_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gymnomyza aubryana,130989260,22704320,Crow Honeyeater,"",Rattus,Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,Gymnomyza aubryana_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gymnomyza aubryana,130989260,22704320,Crow Honeyeater,"",Rattus,Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,Gymnomyza aubryana_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Gymnomyza samoensis,93962858,22704317,Mao,"",Rattus,Endangered,C2a(i),Habitat loss,0,0,No,Gymnomyza samoensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Haematopus meadewaldoi,205917399,22693621,Canarian Oystercatcher,"",Rattus,Extinct,"","Prey loss, human presence",0,0,No,Haematopus meadewaldoi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Haematopus meadewaldoi,205917399,22693621,Canarian Oystercatcher,"",Rattus,Extinct,"","Prey loss, human presence",0,0,No,Haematopus meadewaldoi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemignathus lucidus,181392751,103823595,Oahu Nukupuu,"",Rattus rattus,Extinct,"","Rats, mongoose",1,0,Yes,Hemignathus lucidus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hemignathus wilsoni,94683442,22720799,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni",Rattus,Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,Hemignathus wilsoni_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemignathus wilsoni,94683442,22720799,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni",Rattus,Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,Hemignathus wilsoni_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemignathus wilsoni,94683442,22720799,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni",Rattus,Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,Hemignathus wilsoni_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemiphaga chathamensis,214005740,22732918,Chatham Islands Pigeon,"",Rattus,Vulnerable,D1,Habitat loss,0,0,No,Hemiphaga chathamensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemiphaga chathamensis,214005740,22732918,Chatham Islands Pigeon,"",Rattus,Vulnerable,D1,Habitat loss,0,0,No,Hemiphaga chathamensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hemiphaga chathamensis,214005740,22732918,Chatham Islands Pigeon,"",Rattus,Vulnerable,D1,Habitat loss,0,0,No,Hemiphaga chathamensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Himantopus novaezelandiae,129560535,22693690,Black Stilt,"",Rattus norvegicus,Critically Endangered,D,"Rats, cats, ferrets, stoats, hedgehogs, native birds, habitat loss",1,0,Yes,Himantopus novaezelandiae_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Horornis haddeni,131113724,22734397,Bougainville Bush-warbler,Cettia haddeni,Rattus rattus,Near Threatened,"B1ab(iii,v)+2ab(iii,v); C2a(i)",Unknown,0,0,No,Horornis haddeni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Humblotia flavirostris,211817146,22709303,Humblot's Flycatcher,"",Rattus rattus,Vulnerable,D2,Habitat loss,0,0,No,Humblotia flavirostris_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hydrobates cheimomnestes,132441789,132441735,Ainley's Storm-petrel,Hydrobates leucorhous,Mus musculus,Vulnerable,D2,Unknown,0,0,No,Hydrobates cheimomnestes_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Hydrobates homochroa,132653646,22698562,Ashy Storm-petrel,Oceanodroma homochroa,"Rattus rattus, Mus musculus",Endangered,A2ce+3ce,Predation native bird,0,0,Yes,Hydrobates homochroa_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hydrobates homochroa,132653646,22698562,Ashy Storm-petrel,Oceanodroma homochroa,"Rattus rattus, Mus musculus",Endangered,A2ce+3ce,Predation native bird,0,0,Yes,Hydrobates homochroa_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Hydrobates leucorhous,132438484,132438298,Leach's Storm-petrel,"Oceanodroma leucorhoa, Hydrobates socorroensis, Hydrobates cheimomnestes","Rattus rattus, Rattus norvegicus, Mus musculus",Vulnerable,A2bce+3bce+4bce,Rats,1,1,No,Hydrobates leucorhous_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hydrobates leucorhous,132438484,132438298,Leach's Storm-petrel,"Oceanodroma leucorhoa, Hydrobates socorroensis, Hydrobates cheimomnestes","Rattus rattus, Rattus norvegicus, Mus musculus",Vulnerable,A2bce+3bce+4bce,Rats,1,1,No,Hydrobates leucorhous_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Hydrobates leucorhous,132438484,132438298,Leach's Storm-petrel,"Oceanodroma leucorhoa, Hydrobates socorroensis, Hydrobates cheimomnestes","Rattus rattus, Rattus norvegicus, Mus musculus",Vulnerable,A2bce+3bce+4bce,Rats,1,1,No,Hydrobates leucorhous_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Hydrobates matsudairae,132652969,22698548,Matsudaira's Storm-petrel,Oceanodroma matsudairae,Rattus rattus,Vulnerable,D2,Rats,1,1,No,Hydrobates matsudairae_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hydrobates monorhis,132651372,22698520,Swinhoe’s Storm-petrel,Oceanodroma monorhis,Rattus norvegicus,Near Threatened,A3ce,Rats,1,1,No,Hydrobates monorhis_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Hydrobates socorroensis,132452334,132450926,Townsend's Storm-petrel,Hydrobates leucorhous,Mus musculus,Endangered,B2ab(v),"Cats, goats",0,0,No,Hydrobates socorroensis_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Hymenolaimus malacorhynchos,214275489,22680121,Blue Duck,Hymenolaimus malacorhynchus,Rattus,Endangered,C2a(i),Stoats,0,0,Yes,Hymenolaimus malacorhynchos_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hymenolaimus malacorhynchos,214275489,22680121,Blue Duck,Hymenolaimus malacorhynchus,Rattus,Endangered,C2a(i),Stoats,0,0,Yes,Hymenolaimus malacorhynchos_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hymenolaimus malacorhynchos,214275489,22680121,Blue Duck,Hymenolaimus malacorhynchus,Rattus,Endangered,C2a(i),Stoats,0,0,Yes,Hymenolaimus malacorhynchos_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia dieffenbachii,93354540,22692455,Dieffenbach's Rail,Gallirallus dieffenbachii,Rattus,Extinct,"","Cats, rats, dogs",1,0,No,Hypotaenidia dieffenbachii_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia dieffenbachii,93354540,22692455,Dieffenbach's Rail,Gallirallus dieffenbachii,Rattus,Extinct,"","Cats, rats, dogs",1,0,No,Hypotaenidia dieffenbachii_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia dieffenbachii,93354540,22692455,Dieffenbach's Rail,Gallirallus dieffenbachii,Rattus,Extinct,"","Cats, rats, dogs",1,0,No,Hypotaenidia dieffenbachii_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia pacifica,93354380,22692450,Tahiti Rail,Gallirallus pacificus,Rattus,Extinct,"","Cats, rats",1,0,No,Hypotaenidia pacifica_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia pacifica,93354380,22692450,Tahiti Rail,Gallirallus pacificus,Rattus,Extinct,"","Cats, rats",1,0,No,Hypotaenidia pacifica_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypotaenidia pacifica,93354380,22692450,Tahiti Rail,Gallirallus pacificus,Rattus,Extinct,"","Cats, rats",1,0,No,Hypotaenidia pacifica_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypsipetes borbonicus,118659547,22713231,Reunion Bulbul,"",Rattus rattus,Near Threatened,"B1ab(iii,v)+2b(iii,v)","Habitat loss, human hunting",0,0,No,Hypsipetes borbonicus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Hypsipetes olivaceus,94366667,22713239,Mauritius Bulbul,"",Rattus,Vulnerable,D1,Unknown,0,0,No,Hypsipetes olivaceus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Hypsipetes olivaceus,94366667,22713239,Mauritius Bulbul,"",Rattus,Vulnerable,D1,Unknown,0,0,No,Hypsipetes olivaceus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Icterus northropi,197193663,22736369,Bahama Oriole,Icterus dominicensis,Rattus rattus,Endangered,C2a(ii),Unknown,0,0,No,Icterus northropi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Icterus oberi,119465859,22724147,Montserrat Oriole,"",Rattus,Vulnerable,D1+2,Volcano,0,0,Yes,Icterus oberi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Icterus oberi,119465859,22724147,Montserrat Oriole,"",Rattus,Vulnerable,D1+2,Volcano,0,0,Yes,Icterus oberi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Lalage newtoni,94077305,22706569,Reunion Cuckooshrike,Coracina newtoni,"Rattus rattus, Rattus norvegicus",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i)",Rats,1,1,Yes,Lalage newtoni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Lalage newtoni,94077305,22706569,Reunion Cuckooshrike,Coracina newtoni,"Rattus rattus, Rattus norvegicus",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i)",Rats,1,1,Yes,Lalage newtoni_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Lanius newtoni,176427891,22705080,Newton's Fiscal,"",Rattus rattus,Critically Endangered,C2a(ii),Habitat loss,0,0,No,Lanius newtoni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Larosterna inca,132576903,22694834,Inca Tern,"",Rattus,Near Threatened,A2cde+3cde+4cde,"Rats, weather extreme",1,0,Yes,Larosterna inca_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Larosterna inca,132576903,22694834,Inca Tern,"",Rattus,Near Threatened,A2cde+3cde+4cde,"Rats, weather extreme",1,0,Yes,Larosterna inca_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Larus audouinii,183584708,22694313,Audouin's Gull,"",Rattus rattus,Vulnerable,A4b,Unknown,0,0,Yes,Larus audouinii_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Larus bulleri,176994991,22694413,Black-billed Gull,"",Rattus norvegicus,Near Threatened,A2b+4b,"Rats, cats, ferrets, stoats",1,0,Yes,Larus bulleri_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Larus fuliginosus,132552501,22694452,Lava Gull,"",Rattus rattus,Vulnerable,D1,Fishing-bycatch,0,0,Yes,Larus fuliginosus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Larus heermanni,178958787,22694296,Heermann's Gull,"","Rattus rattus, Mus musculus",Near Threatened,D2,Unknown,0,0,Yes,Larus heermanni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Larus heermanni,178958787,22694296,Heermann's Gull,"","Rattus rattus, Mus musculus",Near Threatened,D2,Unknown,0,0,Yes,Larus heermanni_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Laterallus spilonota,181476400,22692366,Galapagos Rail,Laterallus spilonotus,Rattus,Vulnerable,C1+2a(i),Unknown,0,0,Yes,Laterallus spilonota_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Laterallus spilonota,181476400,22692366,Galapagos Rail,Laterallus spilonotus,Rattus,Vulnerable,C1+2a(i),Unknown,0,0,Yes,Laterallus spilonota_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Leptotila wellsi,178391475,22690874,Grenada Dove,"",Rattus,Critically Endangered,C2a(ii),Unknown,0,0,No,Leptotila wellsi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Leucocarbo campbelli,133556928,22696840,Campbell Island Shag,Phalacrocorax campbelli,Rattus,Vulnerable,D2,Unknown,0,0,No,Leucocarbo campbelli_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Lewinia muelleri,209458380,22692529,Auckland Island Rail,"",Mus musculus,Vulnerable,D2,"Mice, cats, pigs",1,0,No,Lewinia muelleri_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Loxioides bailleui,94680871,22720742,Palila,"",Rattus rattus,Critically Endangered,A4bce,Habitat loss,0,0,Yes,Loxioides bailleui_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Loxops caeruleirostris,130851810,22720832,Akekee,"",Rattus,Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,Loxops caeruleirostris_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Loxops caeruleirostris,130851810,22720832,Akekee,"",Rattus,Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,Loxops caeruleirostris_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Loxops caeruleirostris,130851810,22720832,Akekee,"",Rattus,Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,Loxops caeruleirostris_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Loxops coccineus,94685811,103823991,Hawaii Akepa,"",Rattus,Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,Loxops coccineus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Loxops coccineus,94685811,103823991,Hawaii Akepa,"",Rattus,Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,Loxops coccineus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Loxops coccineus,94685811,103823991,Hawaii Akepa,"",Rattus,Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,Loxops coccineus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Macrocephalon maleo,194673255,22678576,Maleo,"",Rattus,Critically Endangered,A2cd+4cd,"Habitat loss, human hunting",0,0,No,Macrocephalon maleo_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Macrocephalon maleo,194673255,22678576,Maleo,"",Rattus,Critically Endangered,A2cd+4cd,"Habitat loss, human hunting",0,0,No,Macrocephalon maleo_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Magumma parva,94682556,22720774,Anianiau,"Hemignathus parvus, Viridonia parva parva",Rattus,Vulnerable,D2,Unknown,0,0,No,Magumma parva_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Magumma parva,94682556,22720774,Anianiau,"Hemignathus parvus, Viridonia parva parva",Rattus,Vulnerable,D2,Unknown,0,0,No,Magumma parva_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Magumma parva,94682556,22720774,Anianiau,"Hemignathus parvus, Viridonia parva parva",Rattus,Vulnerable,D2,Unknown,0,0,No,Magumma parva_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mayrornis versicolor,218616385,22707200,Ogea Monarch,"",Rattus,Near Threatened,D1,Unknown,0,0,No,Mayrornis versicolor_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mayrornis versicolor,218616385,22707200,Ogea Monarch,"",Rattus,Near Threatened,D1,Unknown,0,0,No,Mayrornis versicolor_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mayrornis versicolor,218616385,22707200,Ogea Monarch,"",Rattus,Near Threatened,D1,Unknown,0,0,No,Mayrornis versicolor_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Megapodius laperouse,216251541,22678620,Micronesian Scrubfowl,"","Rattus, Rattus rattus",Near Threatened,B2ab(iii),"Habitat loss, ungulates, human presence",0,0,Yes,Megapodius laperouse_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Megapodius laperouse,216251541,22678620,Micronesian Scrubfowl,"","Rattus, Rattus rattus",Near Threatened,B2ab(iii),"Habitat loss, ungulates, human presence",0,0,Yes,Megapodius laperouse_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Megapodius laperouse,216251541,22678620,Micronesian Scrubfowl,"","Rattus, Rattus rattus",Near Threatened,B2ab(iii),"Habitat loss, ungulates, human presence",0,0,Yes,Megapodius laperouse_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Melamprosops phaeosoma,153774712,22720863,Poo-uli,"",Rattus,Extinct,"",Unknown,0,0,No,Melamprosops phaeosoma_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Melamprosops phaeosoma,153774712,22720863,Poo-uli,"",Rattus,Extinct,"",Unknown,0,0,No,Melamprosops phaeosoma_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
